id,statcode,statnaam,jrstatcode,rubriek,id_2,LEVL_CODE,NUTS_ID,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE,FID,freq,sex,unit,age,geo\TIME_PERIOD,2014,2015,2016,2017,2018,2019
cbs_gemeente_2020_labelpoint.181,GM0590,Papendrecht,2020GM0590,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.182,GM0597,Ridderkerk,2020GM0597,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.183,GM0599,Rotterdam,2020GM0599,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.184,GM0603,Rijswijk,2020GM0603,gemeente,NL332,"3",NL332,NL,Agglomeratie's-Gravenhage,Agglomeratie's-Gravenhage,"4","1","1",NL332,A,T,NR,TOTAL,NL332,"830237 ","838015 ","845425 ","853987 ","864129 ","872211 "
cbs_gemeente_2020_labelpoint.185,GM0606,Schiedam,2020GM0606,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.186,GM0610,Sliedrecht,2020GM0610,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.187,GM1963,Hoeksche Waard,2020GM1963,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.188,GM0613,Albrandswaard,2020GM0613,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.189,GM0614,Westvoorne,2020GM0614,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.190,GM0622,Vlaardingen,2020GM0622,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.191,GM0626,Voorschoten,2020GM0626,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.192,GM0627,Waddinxveen,2020GM0627,gemeente,NL33B,"3",NL33B,NL,Oost-Zuid-Holland,Oost-Zuid-Holland,"4","1","2",NL33B,A,T,NR,TOTAL,NL33B,"294815 ","318688 ","320758 ","324054 ","327821 ","331621 "
cbs_gemeente_2020_labelpoint.193,GM0629,Wassenaar,2020GM0629,gemeente,NL332,"3",NL332,NL,Agglomeratie's-Gravenhage,Agglomeratie's-Gravenhage,"4","1","1",NL332,A,T,NR,TOTAL,NL332,"830237 ","838015 ","845425 ","853987 ","864129 ","872211 "
cbs_gemeente_2020_labelpoint.194,GM0632,Woerden,2020GM0632,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.195,GM0637,Zoetermeer,2020GM0637,gemeente,NL332,"3",NL332,NL,Agglomeratie's-Gravenhage,Agglomeratie's-Gravenhage,"4","1","1",NL332,A,T,NR,TOTAL,NL332,"830237 ","838015 ","845425 ","853987 ","864129 ","872211 "
cbs_gemeente_2020_labelpoint.196,GM0638,Zoeterwoude,2020GM0638,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.197,GM0642,Zwijndrecht,2020GM0642,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.198,GM0654,Borsele,2020GM0654,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.199,GM0664,Goes,2020GM0664,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.200,GM0668,West Maas en Waal,2020GM0668,gemeente,NL224,"3",NL224,NL,Zuidwest-Gelderland,Zuidwest-Gelderland,"4","2","3",NL224,A,T,NR,TOTAL,NL224,"237076 ","237548 ","238305 ","239890 ","241244 ","244052 "
cbs_gemeente_2020_labelpoint.201,GM0677,Hulst,2020GM0677,gemeente,NL341,"3",NL341,NL,Zeeuwsch-Vlaanderen,Zeeuwsch-Vlaanderen,"4","3","1",NL341,A,T,NR,TOTAL,NL341,"105917 ","105684 ","105668 ","105641 ","105438 ","105499 "
cbs_gemeente_2020_labelpoint.202,GM0678,Kapelle,2020GM0678,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.203,GM0687,Middelburg,2020GM0687,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.204,GM0703,Reimerswaal,2020GM0703,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.205,GM1961,Vijfheerenlanden,2020GM1961,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.206,GM0715,Terneuzen,2020GM0715,gemeente,NL341,"3",NL341,NL,Zeeuwsch-Vlaanderen,Zeeuwsch-Vlaanderen,"4","3","1",NL341,A,T,NR,TOTAL,NL341,"105917 ","105684 ","105668 ","105641 ","105438 ","105499 "
cbs_gemeente_2020_labelpoint.207,GM0716,Tholen,2020GM0716,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.208,GM0717,Veere,2020GM0717,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.209,GM0718,Vlissingen,2020GM0718,gemeente,NL342,"3",NL342,NL,Overig Zeeland,Overig Zeeland,"4","2","1",NL342,A,T,NR,TOTAL,NL342,"274704 ","275042 ","275584 ","275927 ","276866 ","277533 "
cbs_gemeente_2020_labelpoint.210,GM0736,De Ronde Venen,2020GM0736,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.211,GM0737,Tytsjerksteradiel,2020GM0737,gemeente,NL124,"3",NL124,NL,Noord-Friesland,Noord-Friesland,"4","2","1",NL124,A,T,NR,TOTAL,NL124,"324368 ","324103 ","324077 ","324367 ","324251 ","324653 "
cbs_gemeente_2020_labelpoint.212,GM1959,Altena,2020GM1959,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.213,GM0743,Asten,2020GM0743,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.214,GM0744,Baarle-Nassau,2020GM0744,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.215,GM0748,Bergen op Zoom,2020GM0748,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.216,GM0753,Best,2020GM0753,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.217,GM0755,Boekel,2020GM0755,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.218,GM0756,Boxmeer,2020GM0756,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.219,GM0757,Boxtel,2020GM0757,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.220,GM0758,Breda,2020GM0758,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.221,GM0762,Deurne,2020GM0762,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.222,GM0765,Pekela,2020GM0765,gemeente,NL111,"3",NL111,NL,Oost-Groningen,Oost-Groningen,"4","2","1",NL111,A,T,NR,TOTAL,NL111,"148944 ","148966 ","148583 ","147393 ","146785 ","146803 "
cbs_gemeente_2020_labelpoint.223,GM0766,Dongen,2020GM0766,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.224,GM0770,Eersel,2020GM0770,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.225,GM0772,Eindhoven,2020GM0772,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.226,GM0777,Etten-Leur,2020GM0777,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.227,GM0779,Geertruidenberg,2020GM0779,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.228,GM0784,Gilze en Rijen,2020GM0784,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.229,GM0785,Goirle,2020GM0785,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.230,GM0786,Grave,2020GM0786,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.231,GM0788,Haaren,2020GM0788,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.232,GM0794,Helmond,2020GM0794,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.233,GM0796,'s-Hertogenbosch,2020GM0796,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.234,GM0797,Heusden,2020GM0797,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.235,GM0798,Hilvarenbeek,2020GM0798,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.236,GM0809,Loon op Zand,2020GM0809,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.237,GM0815,Mill en Sint Hubert,2020GM0815,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.238,GM0820,"Nuenen, Gerwen en Nederwetten",2020GM0820,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.239,GM0823,Oirschot,2020GM0823,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.240,GM0824,Oisterwijk,2020GM0824,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.241,GM0826,Oosterhout,2020GM0826,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.242,GM0828,Oss,2020GM0828,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.243,GM0840,Rucphen,2020GM0840,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.244,GM0845,Sint-Michielsgestel,2020GM0845,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.245,GM1948,Meierijstad,2020GM1948,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.246,GM0847,Someren,2020GM0847,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.247,GM0848,Son en Breugel,2020GM0848,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.248,GM0851,Steenbergen,2020GM0851,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.249,GM0852,Waterland,2020GM0852,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.250,GM0855,Tilburg,2020GM0855,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.251,GM0856,Uden,2020GM0856,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.252,GM0858,Valkenswaard,2020GM0858,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.253,GM0861,Veldhoven,2020GM0861,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.254,GM0865,Vught,2020GM0865,gemeente,NL413,"3",NL413,NL,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,"4","2","3",NL413,A,T,NR,TOTAL,NL413,"643642 ","645663 ","647631 ","651064 ","654822 ","658616 "
cbs_gemeente_2020_labelpoint.255,GM0866,Waalre,2020GM0866,gemeente,NL414,"3",NL414,NL,Zuidoost-Noord-Brabant,Zuidoost-Noord-Brabant,"4","1","3",NL414,A,T,NR,TOTAL,NL414,"748326 ","752523 ","756615 ","761763 ","766818 ","773203 "
cbs_gemeente_2020_labelpoint.256,GM0867,Waalwijk,2020GM0867,gemeente,NL412,"3",NL412,NL,Midden-Noord-Brabant,Midden-Noord-Brabant,"4","1","3",NL412,A,T,NR,TOTAL,NL412,"465254 ","466683 ","469184 ","471737 ","475223 ","478957 "
cbs_gemeente_2020_labelpoint.257,GM0873,Woensdrecht,2020GM0873,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.258,GM0879,Zundert,2020GM0879,gemeente,NL411,"3",NL411,NL,West-Noord-Brabant,West-Noord-Brabant,"4","1","2",NL411,A,T,NR,TOTAL,NL411,"622052 ","623882 ","625319 ","627967 ","631423 ","634030 "
cbs_gemeente_2020_labelpoint.259,GM0880,Wormerland,2020GM0880,gemeente,NL325,"3",NL325,NL,Zaanstreek,Zaanstreek,"4","1","2",NL325,A,T,NR,TOTAL,NL325,"166375 ","167158 ","168130 ","169499 ","170860 ","172214 "
cbs_gemeente_2020_labelpoint.260,GM0882,Landgraaf,2020GM0882,gemeente,NL423,"3",NL423,NL,Zuid-Limburg,Zuid-Limburg,"4","1","3",NL423,A,T,NR,TOTAL,NL423,"604154 ","602038 ","600860 ","600037 ","599025 ","597368 "
cbs_gemeente_2020_labelpoint.261,GM0888,Beek,2020GM0888,gemeente,NL423,"3",NL423,NL,Zuid-Limburg,Zuid-Limburg,"4","1","3",NL423,A,T,NR,TOTAL,NL423,"604154 ","602038 ","600860 ","600037 ","599025 ","597368 "
cbs_gemeente_2020_labelpoint.262,GM0889,Beesel,2020GM0889,gemeente,NL421,"3",NL421,NL,Noord-Limburg,Noord-Limburg,"4","2","3",NL421,A,T,NR,TOTAL,NL421,"280517 ","280552 ","279971 ","281514 ","281486 ","282067 "
cbs_gemeente_2020_labelpoint.263,GM0893,Bergen (L.),2020GM0893,gemeente,NL421,"3",NL421,NL,Noord-Limburg,Noord-Limburg,"4","2","3",NL421,A,T,NR,TOTAL,NL421,"280517 ","280552 ","279971 ","281514 ","281486 ","282067 "
cbs_gemeente_2020_labelpoint.264,GM0899,Brunssum,2020GM0899,gemeente,NL423,"3",NL423,NL,Zuid-Limburg,Zuid-Limburg,"4","1","3",NL423,A,T,NR,TOTAL,NL423,"604154 ","602038 ","600860 ","600037 ","599025 ","597368 "
cbs_gemeente_2020_labelpoint.265,GM0907,Gennep,2020GM0907,gemeente,NL421,"3",NL421,NL,Noord-Limburg,Noord-Limburg,"4","2","3",NL421,A,T,NR,TOTAL,NL421,"280517 ","280552 ","279971 ","281514 ","281486 ","282067 "
cbs_gemeente_2020_labelpoint.266,GM0917,Heerlen,2020GM0917,gemeente,NL423,"3",NL423,NL,Zuid-Limburg,Zuid-Limburg,"4","1","3",NL423,A,T,NR,TOTAL,NL423,"604154 ","602038 ","600860 ","600037 ","599025 ","597368 "
cbs_gemeente_2020_labelpoint.267,GM0928,Kerkrade,2020GM0928,gemeente,NL423,"3",NL423,NL,Zuid-Limburg,Zuid-Limburg,"4","1","3",NL423,A,T,NR,TOTAL,NL423,"604154 ","602038 ","600860 ","600037 ","599025 ","597368 "
